Time,Upper_Arm_Length,Upper_Arm_Phi,Upper_Arm_Theta,Forearm_Arm_Length,Forearm_Phi,Forearm_Theta,Hand_Arm_Length,Hand_Phi,Hand_Theta
15.6059999465942,2,88.5055035368042,-59.0878708871319,1.5,88.5055035368042,-59.0878708871319,0.5,88.5055035368042,-59.0878708871319
15.7060000896454,2,88.4181505827027,-59.4718163109459,1.5,88.4181505827027,-59.4718163109459,0.5,88.4181505827027,-59.4718163109459
15.805999994278,2,88.4836652982788,-59.0732747728756,1.5,88.4836652982788,-59.0732747728756,0.5,88.4836652982788,-59.0732747728756
15.9060001373291,2,88.4181505827027,-59.4180627221779,1.5,88.4181505827027,-59.4180627221779,0.5,88.4181505827027,-59.4180627221779
16.0060000419617,2,88.7457241605835,-59.2405597660276,1.5,88.7457241605835,-59.2405597660276,0.5,88.7457241605835,-59.2405597660276
16.1059999465942,2,88.4618270597534,-58.7551313915256,1.5,88.4618270597534,-58.7551313915256,0.5,88.4618270597534,-58.7551313915256
16.2079999446869,2,88.8767535917358,-58.7720975814239,1.5,88.8767535917358,-58.7720975814239,0.5,88.8767535917358,-58.7720975814239
16.305999994278,2,88.5273417753296,-59.5696587708063,1.5,88.5273417753296,-59.5696587708063,0.5,88.5273417753296,-59.5696587708063
16.4060001373291,2,88.9641065458374,-59.3743426813006,1.5,88.9641065458374,-59.3743426813006,0.5,88.9641065458374,-59.3743426813006
16.5069999694824,2,88.4618270597534,-59.5243541260416,1.5,88.4618270597534,-59.5243541260416,0.5,88.4618270597534,-59.5243541260416
16.6070001125336,2,88.5710182523804,-59.1187843233154,1.5,88.5710182523804,-59.1187843233154,0.5,88.5710182523804,-59.1187843233154
16.7079999446869,2,88.7020476835327,-59.187666781095,1.5,88.7020476835327,-59.187666781095,0.5,88.7020476835327,-59.187666781095
16.8090000152588,2,88.5928564909058,-58.5737762086834,1.5,88.5928564909058,-58.5737762086834,0.5,88.5928564909058,-58.5737762086834
16.9079999923706,2,88.3307976286011,-58.2206690889721,1.5,88.3307976286011,-58.2206690889721,0.5,88.3307976286011,-58.2206690889721
17.0099999904633,2,88.6146947294312,-58.3504426832023,1.5,88.6146947294312,-58.3504426832023,0.5,88.6146947294312,-58.3504426832023
17.1089999675751,2,88.5710182523804,-58.0905949664184,1.5,88.5710182523804,-58.0905949664184,0.5,88.5710182523804,-58.0905949664184
17.2090001106262,2,88.5710182523804,-58.4294884624669,1.5,88.5710182523804,-58.4294884624669,0.5,88.5710182523804,-58.4294884624669
17.3090000152588,2,88.5273417753296,-58.4723137485629,1.5,88.5273417753296,-58.4723137485629,0.5,88.5273417753296,-58.4723137485629
17.4100000858307,2,88.7020476835327,-58.4343310665884,1.5,88.7020476835327,-58.4343310665884,0.5,88.7020476835327,-58.4343310665884
17.5090000629425,2,88.6146947294312,-58.5076121661935,1.5,88.6146947294312,-58.5076121661935,0.5,88.6146947294312,-58.5076121661935
17.6089999675751,2,88.6365329679566,-58.4783721263567,1.5,88.6365329679566,-58.4783721263567,0.5,88.6365329679566,-58.4783721263567
17.710000038147,2,88.3963123441773,-58.4500814828145,1.5,88.3963123441773,-58.4500814828145,0.5,88.3963123441773,-58.4500814828145
17.8090000152588,2,88.8112388761597,-58.4175014804735,1.5,88.8112388761597,-58.4175014804735,0.5,88.8112388761597,-58.4175014804735
17.9089999198914,2,88.3744741056519,-58.3445209091919,1.5,88.3744741056519,-58.3445209091919,0.5,88.3744741056519,-58.3445209091919
18.0099999904633,2,88.5273417753296,-58.3454224941624,1.5,88.5273417753296,-58.3454224941624,0.5,88.5273417753296,-58.3454224941624
18.1100001335144,2,88.5273417753296,-58.4947099388513,1.5,88.5273417753296,-58.4947099388513,0.5,88.5273417753296,-58.4947099388513
18.210000038147,2,88.4618270597534,-58.5728677935238,1.5,88.4618270597534,-58.5728677935238,0.5,88.4618270597534,-58.5728677935238
18.3110001087189,2,88.6365329679566,-58.5257941297641,1.5,88.6365329679566,-58.5257941297641,0.5,88.6365329679566,-58.5257941297641
18.4110000133514,2,88.5928564909058,-58.5136227326631,1.5,88.5928564909058,-58.5136227326631,0.5,88.5928564909058,-58.5136227326631
18.5120000839233,2,88.4618270597534,-58.4404850670306,1.5,88.4618270597534,-58.4404850670306,0.5,88.4618270597534,-58.4404850670306
18.6129999160767,2,88.942268307312,-58.342273776955,1.5,88.942268307312,-58.342273776955,0.5,88.942268307312,-58.342273776955
18.7120001316071,2,88.8330771146851,-58.0911482117411,1.5,88.8330771146851,-58.0911482117411,0.5,88.8330771146851,-58.0911482117411
18.8120000362396,2,88.439988821228,-57.6948947870428,1.5,88.439988821228,-57.6948947870428,0.5,88.439988821228,-57.6948947870428
18.9119999408722,2,88.549180013855,-57.2625643031486,1.5,88.549180013855,-57.2625643031486,0.5,88.549180013855,-57.2625643031486
19.0139999389648,2,88.7020476835327,-56.8026057040616,1.5,88.7020476835327,-56.8026057040616,0.5,88.7020476835327,-56.8026057040616
19.1119999885559,2,89.0951359769898,-56.6566172407417,1.5,89.0951359769898,-56.6566172407417,0.5,89.0951359769898,-56.6566172407417
19.2120001316071,2,88.0250622892456,-56.6254954837885,1.5,88.0250622892456,-56.6254954837885,0.5,88.0250622892456,-56.6254954837885
19.3120000362396,2,88.1779299589233,-56.3057948193077,1.5,88.1779299589233,-56.3057948193077,0.5,88.1779299589233,-56.3057948193077
19.4110000133514,2,88.7894006376343,-56.1105231260317,1.5,88.7894006376343,-56.1105231260317,0.5,88.7894006376343,-56.1105231260317
19.5120000839233,2,88.439988821228,-42.5835691163478,1.5,88.439988821228,-42.5835691163478,0.5,88.439988821228,-42.5835691163478
19.6119999885559,2,88.8549153532105,-17.4604104338227,1.5,88.8549153532105,-17.4604104338227,0.5,88.8549153532105,-17.4604104338227
19.7120001316071,2,88.8112388761597,8.97194268711105,1.5,88.8112388761597,8.97194268711105,0.5,88.8112388761597,8.97194268711105
19.8510000705719,2,88.5400807478027,40.5460929510817,1.5,88.5400807478027,40.5460929510817,0.5,88.5400807478027,40.5460929510817
19.9509999752045,2,88.5267818204956,74.8370849998874,1.5,88.5267818204956,74.8370849998874,0.5,88.5267818204956,74.8370849998874
20.0510001182556,2,88.0872172758179,105.904760515202,1.5,88.0872172758179,105.904760515202,0.5,88.0872172758179,105.904760515202
20.1510000228882,2,90.2347840528565,133.429890115598,1.5,90.2347840528565,133.429890115598,0.5,90.2347840528565,133.429890115598
20.2509999275208,2,96.8584897840576,163.373658002988,1.5,96.8584897840576,163.373658002988,0.5,96.8584897840576,163.373658002988
20.3510000705719,2,97.670424293335,-168.14472272316,1.5,97.670424293335,-168.14472272316,0.5,97.670424293335,-168.14472272316
20.4509999752045,2,98.9311626020508,-144.200333455522,1.5,98.9311626020508,-144.200333455522,0.5,98.9311626020508,-144.200333455522
20.5510001182556,2,98.4449818174439,-121.362612418343,1.5,98.4449818174439,-121.362612418343,0.5,98.4449818174439,-121.362612418343
20.6510000228882,2,97.7780756101685,-94.9546148982162,1.5,97.7780756101685,-94.9546148982162,0.5,97.7780756101685,-94.9546148982162
20.7509999275208,2,94.7103630521851,-63.2586029603952,1.5,94.7103630521851,-63.2586029603952,0.5,94.7103630521851,-63.2586029603952
20.8510000705719,2,99.6137475446778,-28.9046263221582,1.5,99.6137475446778,-28.9046263221582,0.5,99.6137475446778,-28.9046263221582
20.9509999752045,2,100.152004128845,6.19328342141917,1.5,100.152004128845,6.19328342141917,0.5,100.152004128845,6.19328342141917
21.0510001182556,2,96.2422594892578,42.1845767857923,1.5,96.2422594892578,42.1845767857923,0.5,96.2422594892578,42.1845767857923
21.1510000228882,2,96.6459869245606,76.3406145418823,1.5,96.6459869245606,76.3406145418823,0.5,96.6459869245606,76.3406145418823
